uuid,Void/Retire,Fully specified name:en,Description:en,Data class,Data type,Answers,Members,Same as mappings,Absolute high,Critical high,Normal high,Absolue low,Critical low,Normal low,Units,Display precision,Allow decimals
a89cea72-1350-11df-a1f1-0026b9348838,,"ANGULAR CHEILITIS","Angular cheilitis (also called perlèche, cheilosis or angular stomatitis) is an inflammatory lesion at the labial commissure, or corner of the mouth, and often occurs bilaterally. The condition manifests as deep cracks or splits. In severe cases, the splits can bleed when the mouth is opened and shallow ulcers or a crust may form.",Diagnosis,N/A,,,MCL/CIEL: 148762,,,,,,,,,,
a8a19ce8-1350-11df-a1f1-0026b9348838,,"RECURRENT ORAL ULCERATION","",Diagnosis,N/A,,,MCL/CIEL: 159912;local: 2091,,,,,,,,,,
a89b6922-1350-11df-a1f1-0026b9348838,,"PAPULAR PRURITIC ERUPTION","Intensely pruritic skin rash known to be related to HIV infection.  It is hypothesized that this condition reflects an altered and exaggerated immune response to arthropod antigens in a subset of susceptible HIV-infected patients.",Diagnosis,N/A,,,local: 1249;MCL/CIEL: 1249,,,,,,,,,,
a8a19db0-1350-11df-a1f1-0026b9348838,,"SEBORRHEIC DERMATITIS","A chronic inflammatory disease of the skin of unknown etiology. It is characterized by moderate erythema, dry, moist, or greasy scaling, and yellow crusted patches on various areas, especially the scalp. On the scalp, it generally appears first as small patches of scales, progressing to involve the entire scalp with exfoliation of excessive amounts of dry scales (dandruff).",Diagnosis,N/A,,,MCL/CIEL: 113116;local: 2092,,,,,,,,,,
a8a19e6e-1350-11df-a1f1-0026b9348838,,"FUNGAL NAIL INFECTIONS","",Diagnosis,N/A,,,MCL/CIEL: 132387;local: 2093,,,,,,,,,,
a89b26d8-1350-11df-a1f1-0026b9348838,,"WHO STAGE 2 ADULT","Convenience set.",ConvSet,N/A,,a8a81c26-1350-11df-a1f1-0026b9348838;a8a81d2a-1350-11df-a1f1-0026b9348838;a8a4d05c-1350-11df-a1f1-0026b9348838;a8a81ee2-1350-11df-a1f1-0026b9348838;a89cea72-1350-11df-a1f1-0026b9348838;a8a19ce8-1350-11df-a1f1-0026b9348838;a89b6922-1350-11df-a1f1-0026b9348838;a8a19db0-1350-11df-a1f1-0026b9348838;a8a19e6e-1350-11df-a1f1-0026b9348838,MCL/CIEL: 1205;local: 1205,,,,,,,,,,
a8a8209a-1350-11df-a1f1-0026b9348838,,"CANDIDIASIS, ORAL","Fungal infection of the mouth.  Also the WHO Stage 3 Condition - Oral Candidiasis (Thrush).",Diagnosis,N/A,,,MCL/CIEL: 5334,,,,,,,,,,
a8a4df98-1350-11df-a1f1-0026b9348838,,"DIARRHEA, CHRONIC","Diarrhea, recurrent or chronic and greater than two weeks duration.",Symptom,N/A,,,MCL/CIEL: 5018;local: 5018,,,,,,,,,,
a8a50c0c-1350-11df-a1f1-0026b9348838,,"HIV STAGING - PERSISTENT FEVER","CDC Category B / WHO Stage 3 - Persistent Fever (Lasting > 1 Month)",Finding,N/A,,,MCL/CIEL: 5027;local: 5027,,,,,,,,,,
a8a59438-1350-11df-a1f1-0026b9348838,,"HIV STAGING - SERIOUS BACTERIAL INFECTIONS","CDC Category C / WHO Stage 3 - Serious Bacterial Infections (e.g., Pneumonia, Polymyositis), Multiple Or Recurrent",Finding,N/A,,,MCL/CIEL: 5030,,,,,,,,,,
a8a823ec-1350-11df-a1f1-0026b9348838,,"HIV STAGING - TUBERCULOSIS WITHIN YEAR","WHO Stage 3 Conditions - Tuberculosis, Pulmonary (Within Previous Year)",Diagnosis,N/A,,,MCL/CIEL: 5338;local: 5338,,,,,,,,,,
a8a824c8-1350-11df-a1f1-0026b9348838,,"HIV STAGING - WEIGHT LOSS GREATER THAN TEN PERCENT","WHO Stage 3 Conditions - Weight Loss > 10% Of Body Weight",Diagnosis,N/A,,,local: 5339;MCL/CIEL: 5339,,,,,,,,,,
a8a8231a-1350-11df-a1f1-0026b9348838,,"ORAL HAIRY LEUKOPLAKIA","White patch on the side of the tongue with a corrugated or hairy appearance seen in severe defects of immunity, particularly in HIV infection. Typically caused by Epstein-Barr virus. Also a WHO Stage 3 Condition - Oral Hairy Leukoplakia.",Finding,N/A,,,local: 5337;MCL/CIEL: 5337,,,,,,,,,,
a8a1a58a-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - WEIGHT LOSS GREATER THAN TEN PERCEN","Presumptive WHO Stage 3 Conditions - Weight Loss > 10% Of Body Weight.",Diagnosis,N/A,,,,,,,,,,,,,
a8a1a670-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - WEIGHT LOSS GREATER THAN TEN PERCENT","Confirmed WHO Stage 3 Conditions - Weight Loss > 10% Of Body Weight",Diagnosis,N/A,,,,,,,,,,,,,
a8a1a800-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - DIARRHEA, CHRONIC","Presumptive WHO Stage 3 Conditions - Diarrhea, recurrent or chronic and greater than one month duration.",Finding,N/A,,,,,,,,,,,,,
a8a1a72e-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - DIARRHEA, CHRONIC","Confirmed WHO Stage 3 Conditions - Diarrhea, recurrent or chronic and greater than one month duration.",Finding,N/A,,,,,,,,,,,,,
a8a1a8c8-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - PERSISTENT CANDIDIASIS, ORAL","Fungal infection of the mouth. Also the WHO Stage 3 Condition - Persistent Oral Candidiasis (Thrush).  	",Diagnosis,N/A,,,,,,,,,,,,,
a8a1a990-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - PERSISTENT CANDIDIASIS, ORAL","Fungal infection of the mouth. Also the confirmed WHO Stage 3 Condition - Persistent Oral Candidiasis (Thrush). ",Diagnosis,N/A,,,,,,,,,,,,,
a8a1aa58-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - PERSISTENT FEVER","Presumptive WHO Stage 3 - Persistent Fever (Lasting > 1 Month)",Finding,N/A,,,,,,,,,,,,,
a8a1ab20-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - PERSISTENT FEVER","Confirmed WHO Stage 3 - Persistent Fever (Lasting > 1 Month)",Finding,N/A,,,,,,,,,,,,,
a8a1abde-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE WHO STAGING - ORAL HAIRY LEUKOPLAKIA","White patch on the side of the tongue with a corrugated or hairy appearance seen in severe defects of immunity, particularly in HIV infection. Typically caused by Epstein-Barr virus. Also a presumptive WHO Stage 3 Condition - Oral Hairy Leukoplakia.",Finding,N/A,,,,,,,,,,,,,
a8a1aca6-1350-11df-a1f1-0026b9348838,,"CONFIRMED WHO STAGING - ORAL HAIRY LEUKOPLAKIA","White patch on the side of the tongue with a corrugated or hairy appearance seen in severe defects of immunity, particularly in HIV infection. Typically caused by Epstein-Barr virus. Also a confirmed WHO Stage 3 Condition - Oral Hairy Leukoplakia.",Finding,N/A,,,,,,,,,,,,,
a8a1ad6e-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - TUBERCULOSIS, PULMONARY","Presumptive WHO Stage 3 Conditions - Tuberculosis, Pulmonary.",Diagnosis,N/A,,,,,,,,,,,,,
a8a1ae2c-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - TUBERCULOSIS, PULMONARY","Confirmed WHO Stage 3 Conditions - Tuberculosis, Pulmonary.",Diagnosis,N/A,,,,,,,,,,,,,
a8a1aef4-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - SEVERE BACTERIAL INFECTIONS","Presumptive WHO Stage 3 - Severe Bacterial Infections (e.g., Pneumonia, Polymyositis), Multiple Or Recurrent",Finding,N/A,,,,,,,,,,,,,
a8a1afb2-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - SEVERE BACTERIAL INFECTIONS","Confirmed WHO Stage 3 - Severe Bacterial Infections (e.g., Pneumonia, Polymyositis), Multiple Or Recurrent",Finding,N/A,,,,,,,,,,,,,
a8a1b07a-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - UNEXPLAINED ANAEMIA, NEUTROPAENIA, AND/OR CHRONIC THROMBOCYTOPAENIA","Presumptive WHO Stage 3 - unexplained anaemia (<8g/dl), neutropaenia (<0.5 x 10^9/L), and/or chronic thrombocytopaenia (<50 x 10^9/L)",Finding,N/A,,,,,,,,,,,,,
a8a1b142-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - UNEXPLAINED ANAEMIA, NEUTROPAENIA, AND/OR CHRONIC THROMBOCYTOPAENIA","Confirmed WHO Stage 3 - unexplained anaemia (<8g/dl), neutropaenia (<0.5 x 10^9/L), and/or chronic thrombocytopaenia (<50 x 10^9/L)",Finding,N/A,,,,,,,,,,,,,
a8a1b200-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - ACUTE NECROTIZING STOMATITIS, GINGIVITIS, OR PERIODONTITIS","Presumptive WHO Stage 3 - acute necrotizing stomatitis, gingivitis, or periodontitis",Diagnosis,N/A,,,,,,,,,,,,,
a8a1b2c8-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - ACUTE NECROTIZING STOMATITIS, GINGIVITIS, OR PERIODONTITIS","Confirmed WHO Stage 3 - acute necrotizing stomatitis, gingivitis, or periodontitis",Diagnosis,N/A,,,,,,,,,,,,,
a89b27be-1350-11df-a1f1-0026b9348838,,"WHO STAGE 3 ADULT","Convenience set.",ConvSet,N/A,,a8a8209a-1350-11df-a1f1-0026b9348838;a8a4df98-1350-11df-a1f1-0026b9348838;a8a50c0c-1350-11df-a1f1-0026b9348838;a8a59438-1350-11df-a1f1-0026b9348838;a8a823ec-1350-11df-a1f1-0026b9348838;a8a824c8-1350-11df-a1f1-0026b9348838;a8a8231a-1350-11df-a1f1-0026b9348838;a8a1a58a-1350-11df-a1f1-0026b9348838;a8a1a670-1350-11df-a1f1-0026b9348838;a8a1a800-1350-11df-a1f1-0026b9348838;a8a1a72e-1350-11df-a1f1-0026b9348838;a8a1a8c8-1350-11df-a1f1-0026b9348838;a8a1a990-1350-11df-a1f1-0026b9348838;a8a1aa58-1350-11df-a1f1-0026b9348838;a8a1ab20-1350-11df-a1f1-0026b9348838;a8a1abde-1350-11df-a1f1-0026b9348838;a8a1aca6-1350-11df-a1f1-0026b9348838;a8a1ad6e-1350-11df-a1f1-0026b9348838;a8a1ae2c-1350-11df-a1f1-0026b9348838;a8a1aef4-1350-11df-a1f1-0026b9348838;a8a1afb2-1350-11df-a1f1-0026b9348838;a8a1b07a-1350-11df-a1f1-0026b9348838;a8a1b142-1350-11df-a1f1-0026b9348838;a8a1b200-1350-11df-a1f1-0026b9348838;a8a1b2c8-1350-11df-a1f1-0026b9348838,MCL/CIEL: 1206;local: 1206,,,,,,,,,,
a8a829c8-1350-11df-a1f1-0026b9348838,,"ENCEPHALOPATHY","Any disorder or disease of the brain.",Diagnosis,N/A,,,local: 5345;MCL/CIEL: 119288,,,,,,,,,,
a8a8259a-1350-11df-a1f1-0026b9348838,,"HIV STAGING  - CANDIDIASIS, ORORESPIRATORY TRACT","WHO Peds Stage 3 / WHO Stage 4 Adult Conditions - Candidiasis (Esophageal, Bronchi, Trachea, Or Lungs)",Diagnosis,N/A,,,MCL/CIEL: 5340;local: 5340,,,,,,,,,,
a8a59780-1350-11df-a1f1-0026b9348838,,"HIV STAGING - CRYPTOCOCCOSIS, EXTRAPULMONARY","Cryptococcosis infection which exists outsides of the pulmonary tract (includes cryptococcal meningitis).",Diagnosis,N/A,,,local: 5033;MCL/CIEL: 141905,,,,,,,,,,
a8a5985c-1350-11df-a1f1-0026b9348838,,"HIV STAGING - CRYPTOSPORIDIOSIS","CDC Category C / WHO Stage 4 - Cryptosporidiosis Or Isosporiasis With Diarrhea Persisting > 1 Month",Diagnosis,N/A,,,MCL/CIEL: 5034;local: 5034,,,,,,,,,,
a8a59938-1350-11df-a1f1-0026b9348838,,"HIV STAGING - CYTOMEGALOVIRUS DISEASE","CDC Category C / WHO Peds and Adult Stage 4 - Cytomegalovirus disease with onset of symptoms after first month of life (at sites other Than Liver, Spleen, Lymph Nodes).  Examples are CMV retinitis and colitis.",Diagnosis,N/A,,,local: 5035;MCL/CIEL: 5035,,,,,,,,,,
a8a82e00-1350-11df-a1f1-0026b9348838,,"HIV STAGING - DISSEMINATED ENDEMIC MYCOSIS","WHO Stage 4 Conditions - Mycosis, Disseminated Endemic (IE, Histoplasmosis, Coccidiodomycosos)",Diagnosis,N/A,,,MCL/CIEL: 5350;local: 5350,,,,,,,,,,
a8a59e56-1350-11df-a1f1-0026b9348838,,"HIV STAGING - LYMPHOMA","CDC Category C - Lymphoma, Small, Noncleaved Cell (Burkitt's)/Immunoblastic/Large Cell Lymphoma",Diagnosis,N/A,,,local: 5041;MCL/CIEL: 5041,,,,,,,,,,
a8a828f6-1350-11df-a1f1-0026b9348838,,"HIV STAGING - MUCOCUTANEOUS HERPES SIMPLEX","WHO Stage 4 Conditions - Herpes Simplex (Mucocutaneous > 1 Month, Or Visceral Any Duration)",Diagnosis,N/A,,,MCL/CIEL: 5344;local: 5344,,,,,,,,,,
a8a5a00e-1350-11df-a1f1-0026b9348838,,"HIV STAGING - MYCOBACTERIUM, OTHER","CDC Category C - Mycobacterium,  Species Or Unidentified Species, Disseminated (At Site Other Than Or In Addition To Lungs, Skin, Or Cervical Or Hilar Lymph Nodes).",Diagnosis,N/A,,,MCL/CIEL: 5043;local: 5043,,,,,,,,,,
a8a83166-1350-11df-a1f1-0026b9348838,,"HIV STAGING - SALMONELLA SEPTICEMIA","CDC Category C / WHO Stage 4 Conditions - Salmonella Septicemia, Non-Typhoid",Diagnosis,N/A,,,MCL/CIEL: 5354;local: 5354,,,,,,,,,,
a8957184-1350-11df-a1f1-0026b9348838,,"KAPOSI'S SARCOMA","A neoplastic disease affecting especially the skin and mucous membranes, characterized especially by the formation of pink to reddish-brown or bluish tumorous plaques, macules, papules, or nodules especially on the lower extremities, and formerly limited primarily to elderly men in whom it followed a benign course but now being a major and sometimes fatal disease associated with immunodeficient individuals with AIDS.",Diagnosis,N/A,,,local: 507;MCL/CIEL: 507,,,,,,,,,,
a8a59f32-1350-11df-a1f1-0026b9348838,,"MYCOBACTERIUM TUBERCULOSIS, EXTRAPULMONARY","Mycobacterium Tuberculosis (Disseminated Or Extrapulmonary)",Diagnosis,N/A,,,local: 5042;MCL/CIEL: 5042,,,,,,,,,,
a8983d88-1350-11df-a1f1-0026b9348838,,"PNEUMOCYSTIC CARINII PNEUMONIA","Diagnosis of pneumocystis pneumonia.",Diagnosis,N/A,,,local: 882;MCL/CIEL: 882,,,,,,,,,,
a8a5a298-1350-11df-a1f1-0026b9348838,,"PROGRESSIVE MULTIFOCAL LEUKOENCEPHALOPATHY","Category C - Progressive Multifocal Leukoencephalopathy.  Also the adult WHO Stage 4 Condition - Progressive Multifocal Leukoencephalopathy (PML).",Diagnosis,N/A,,,MCL/CIEL: 5046;local: 5046,,,,,,,,,,
a8980034-1350-11df-a1f1-0026b9348838,,"WASTING","Clinical diagnosis of a patient with extreme weight loss.  Used in both WHO and CDC HIV staging.",Diagnosis,N/A,,,local: 823;MCL/CIEL: 823,,,,,,,,,,
a898d540-1350-11df-a1f1-0026b9348838,,"TOXOPLASMOSIS, CENTRAL NERVOUS SYSTEM","Infectious condition caused by the protozoal parasite Toxoplasma gondii and occurs in acquired and congenital forms.  This type of infection is limited to the central nervous system, including the brain and spinal fluid.",Diagnosis,N/A,,,local: 990;MCL/CIEL: 990,,,,,,,,,,
a8a1b390-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - HIV WASTING SYNDROME","Presumptive WHO Stage 4 - HIV WASTING SYNDROME",Diagnosis,N/A,,,,,,,,,,,,,
a8a1b44e-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - HIV WASTING SYNDROME","Confirmed WHO Stage 4 - HIV WASTING SYNDROME",Diagnosis,N/A,,,,,,,,,,,,,
a8a1b516-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - PNEUMOCYSTIC PNEUMONIA","Presumptive WHO Stage 4 - Pneumocystic Pneumonia",Diagnosis,N/A,,,,,,,,,,,,,
a8a1b5d4-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - PNEUMOCYSTIC PNEUMONIA","Confirmed WHO Stage 4 - Pneumocystic Pneumonia",Diagnosis,N/A,,,,,,,,,,,,,
a8a1b692-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - RECURRENT SEVERE BACTERIAL PNEUMONIA","Presumptive WHO Stage 4 - recurrent severe bacterial pneumonia",Diagnosis,N/A,,,,,,,,,,,,,
a8a1b75a-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - RECURRENT SEVERE BACTERIAL PNEUMONIA","Confirmed WHO Stage 4 - recurrent severe bacterial pneumonia",Diagnosis,N/A,,,,,,,,,,,,,
a8a1b822-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - CHRONIC HERPES SIMPLEX","Presumptive WHO 4 Stage - Chronic Herpes Simplex (mucocutaneous > 1 month, or any visceral)",Diagnosis,N/A,,,,,,,,,,,,,
a8a1b8ea-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - CHRONIC HERPES SIMPLEX","Confirmed WHO 4 Stage - Chronic Herpes Simplex (mucocutaneous > 1 month, or any visceral)",Diagnosis,N/A,,,,,,,,,,,,,
a8a1b9b2-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - CANDIDIASIS","Presumptive WHO Stage 4 - Candidiasis (Esophageal, Bronchi, Trachea, or Lungs)",Diagnosis,N/A,,,,,,,,,,,,,
a8a1ba7a-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - CANDIDIASIS","Confirmed WHO Stage 4 - Candidiasis (Esophageal, Bronchi, Trachea, or Lungs)",Diagnosis,N/A,,,,,,,,,,,,,
a8a1bb38-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - EXTRAPULMONARY TUBERCULOSIS","Presumptive WHO Stage 4 - Extrapulmonary Tuberculosis",Diagnosis,N/A,,,,,,,,,,,,,
a8a1bc00-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - EXTRAPULMONARY TUBERCULOSIS","Confirmed WHO Stage 4 - Extrapulmonary Tuberculosis",Finding,N/A,,,,,,,,,,,,,
a8a1bcc8-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - KAPOSI'S SARCOMA (KS)","Presumptive WHO Stage 4 - Kaposi's Sarcoma (KS)",Diagnosis,N/A,,,,,,,,,,,,,
a8a1bd90-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - KAPOSI'S SARCOMA (KS)","Confirmed WHO Stage 4 - Kaposi's Sarcoma (KS)",Diagnosis,N/A,,,,,,,,,,,,,
a8a1be4e-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - CYTOMEGALOVIRUS DISEASE","Presumptive WHO Stage 4 - Cytomegalovirus Disease (retinitis or other organs)",Diagnosis,N/A,,,,,,,,,,,,,
a8a1bf0c-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - CYTOMEGALOVIRUS DISEASE","Confirmed WHO Stage 4- Cytomegalovirus Disease (retinitis or other organs)",Diagnosis,N/A,,,,,,,,,,,,,
a8a1bfd4-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - TOXOPLASMOSIS, CNS","Presumptive WHO Stage 4 - toxoplasmosis, CNS",Diagnosis,N/A,,,,,,,,,,,,,
a8a1c092-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - TOXOPLASMOSIS, CNS","Confirmed WHO Stage 4 - toxoplasmosis, CNS",Diagnosis,N/A,,,,,,,,,,,,,
a8a1c164-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - HIV ENCEPHALOPATHY","Presumptive WHO Stage 4 - HIV Encephalopathy",Diagnosis,N/A,,,,,,,,,,,,,
a8a1c22c-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - HIV ENCEPHALOPATHY","Confirmed WHO Stage 4 - HIV Encephalopathy",Diagnosis,N/A,,,,,,,,,,,,,
a8a1c2ea-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - CRYPTOCOCCOSIS, EXTRAPULMONARY","Presumptive WHO Stage 4 - cryptococcosis, extrapulmonary (includes meningitis)",Diagnosis,N/A,,,,,,,,,,,,,
a8a1c3b2-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - CRYPTOCOCCOSIS, EXTRAPULMONARY","Confirmed WHO Stage 4 - cryptococcosis, extrapulmonary (includes meningitis)",Diagnosis,N/A,,,,,,,,,,,,,
a8a1c47a-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - DISSEMINATED NON-TUBERCULOSIS MYCOBACTERIAL INFECTION","Presumptive WHO Stage 4 - disseminated non-Tuberculosis mycobacterial infection",Diagnosis,N/A,,,,,,,,,,,,,
a8a1c538-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - DISSEMINATED NON-TUBERCULOSIS MYCOBACTERIAL INFECTION","Confirmed WHO Stage 4 - disseminated non-Tuberculosis mycobacterial infection",Diagnosis,N/A,,,,,,,,,,,,,
a8a1c600-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - PROGRESSIVE MULTIFOCAL LEUKOENCEPHALOPATHY","Presumptive WHO Stage 4 - progressive multifocal leukoencephalopathy (PML).",Diagnosis,N/A,,,,,,,,,,,,,
a8a1c6d2-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - PROGRESSIVE MULTIFOCAL LEUKOENCEPHALOPATHY","Confirmed WHO Stage 4 - progressive multifocal leukoencephalopathy",Diagnosis,N/A,,,,,,,,,,,,,
a8a1c79a-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - CHRONIC CRYPTOSPORIDIOSIS","Presumptive WHO Stage 4 - Chronic Cryptosporidiosis (> 1 month duration).",Diagnosis,N/A,,,,,,,,,,,,,
a8a1c858-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - CHRONIC CRYPTOSPORIDIOSIS","Confirmed WHO Stage 4 - Chronic Cryptosporidiosis (> 1 month duration).",Diagnosis,N/A,,,,,,,,,,,,,
a8a1c90c-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - CHRONIC ISOSPORIASIS","Presumptive WHO Stage 4 - Chronic Isosporiasis",Diagnosis,N/A,,,,,,,,,,,,,
a8a1c9ca-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - CHRONIC ISOSPORIASIS","Confirmed WHO Stage 4 - Chronic Isosporiasis",Diagnosis,N/A,,,,,,,,,,,,,
a8a1ca7e-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - DISSEMINATED MYCOSIS","Presumptive WHO Stage 4 - disseminated mycosis  (extrapulmonary histoplasmosis or coccidiomycosis)   ",Diagnosis,N/A,,,,,,,,,,,,,
a8a1cb3c-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - DISSEMINATED MYCOSIS","Confirmed WHO Stage 4 - disseminated mycosis (extrapulmonary histoplasmosis or coccidiomycosis)",Diagnosis,N/A,,,,,,,,,,,,,
a8a1cbf0-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - RECURRENT SEPTICEMIA","Presumptive WHO Stage 4 - recurrent septicemia (including non-typhoidal Salmonella)",Diagnosis,N/A,,,,,,,,,,,,,
a8a1ccae-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - RECURRENT SEPTICEMIA","Confirmed WHO Stage 4 - recurrent septicemia (including non-typhoidal Salmonella)",Diagnosis,N/A,,,,,,,,,,,,,
a8a1cd62-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - LYMPHOMA","Presumptive WHO Stage 4 - lymphoma (cerebral or B-cell non-Hodgkin)",Diagnosis,N/A,,,,,,,,,,,,,
a8a1ce16-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - LYMPHOMA","Confirmed WHO Stage 4 - lymphoma (cerebral or B-cell non-Hodgkin)",Diagnosis,N/A,,,,,,,,,,,,,
a8a1ceca-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - INVASIVE CERVICAL CARCINOMA","Presumptive WHO Stage 4 - invasive cervical carcinoma",Diagnosis,N/A,,,,,,,,,,,,,
a8a1d672-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - INVASIVE CERVICAL CARCINOMA","Confirmed WHO Stage 4 - invasive cervical carcinoma",Diagnosis,N/A,,,,,,,,,,,,,
a8a1d730-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - ATYPICAL DISSEMINATED LEISHMANIASIS","Presumptive WHO Stage 4 - atypical disseminated leishmaniasis",Diagnosis,N/A,,,,,,,,,,,,,
a8a1d7e4-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - ATYPICAL DISSEMINATED LEISHMANIASIS","Confirmed WHO Stage 4 - atypical disseminated leishmaniasis",Diagnosis,N/A,,,,,,,,,,,,,
a8a1d898-1350-11df-a1f1-0026b9348838,,"PRESUMPTIVE HIV STAGING - SYMPTOMATIC HIV-ASSOCIATED NEPHROPATHY OR CARDIOMYOPATHY","Presumptive WHO Stage 4 - symptomatic HIV-associated nephropathy or symptomatic HIV-associated cardiomyopathy",Diagnosis,N/A,,,,,,,,,,,,,
a8a1d94c-1350-11df-a1f1-0026b9348838,,"CONFIRMED HIV STAGING - SYMPTOMATIC HIV-ASSOCIATED NEPHROPATHY OR CARDIOMYOPATHY","Confirmed WHO Stage 4 - symptomatic HIV-associated nephropathy or symptomatic HIV-associated cardiomyopathy",Diagnosis,N/A,,,,,,,,,,,,,
